DName,DType,Jahr,Betriebe,Beschäftigte,Gesamtumsatz
Rhein-Neckar-Kreis,Landkreis,1996,313,41989.0,7307993.0
Rhein-Neckar-Kreis,Landkreis,1997,322,41898.0,7629500.0
Rhein-Neckar-Kreis,Landkreis,1998,327,42180.0,7909695.0
Rhein-Neckar-Kreis,Landkreis,1999,323,41546.0,7833339.0
Rhein-Neckar-Kreis,Landkreis,2000,311,41415.0,8037833.0
Rhein-Neckar-Kreis,Landkreis,2001,309,41223.0,8299933.0
Rhein-Neckar-Kreis,Landkreis,2002,315,39722.0,7742241.0
Rhein-Neckar-Kreis,Landkreis,2003,305,38471.0,7296771.0
Rhein-Neckar-Kreis,Landkreis,2004,303,37970.0,7706855.0
Rhein-Neckar-Kreis,Landkreis,2005,308,37587.0,8013860.0
Rhein-Neckar-Kreis,Landkreis,2006,294,36927.0,8218022.0
Rhein-Neckar-Kreis,Landkreis,2007,288,37701.0,8458040.0
Rhein-Neckar-Kreis,Landkreis,2008,287,37971.0,8434266.0
Rhein-Neckar-Kreis,Landkreis,2009,270,34471.0,6486660.0
Rhein-Neckar-Kreis,Landkreis,2010,264,33341.0,7013148.0
Rhein-Neckar-Kreis,Landkreis,2011,264,33406.0,7507527.0
Rhein-Neckar-Kreis,Landkreis,2012,270,33394.0,7337725.0
Rhein-Neckar-Kreis,Landkreis,2013,270,32669.0,7334936.0
Rhein-Neckar-Kreis,Landkreis,2014,270,31996.0,7155852.0
Rhein-Neckar-Kreis,Landkreis,2015,263,31726.0,7149410.0
Rhein-Neckar-Kreis,Landkreis,2016,263,31378.0,7094437.0
Rhein-Neckar-Kreis,Landkreis,2017,265,31734.0,7414019.0
Rhein-Neckar-Kreis,Landkreis,2018,271,32217.0,7679203.0
Rhein-Neckar-Kreis,Landkreis,2019,274,33301.0,7594795.0
Rhein-Neckar-Kreis,Landkreis,2020,280,32459.0,6978872.0
Rhein-Neckar-Kreis,Landkreis,2021,277,31946.0,7806665.0
Rhein-Neckar-Kreis,Landkreis,2022,272,32406.0,8958595.0
Rhein-Neckar-Kreis,Landkreis,2023,273,32489.0,8978276.0
Rottweil,Landkreis,1995,171,18842.0,2254402.0
Rottweil,Landkreis,1996,176,18662.0,2244370.0
Rottweil,Landkreis,1997,177,18771.0,2397311.0
Rottweil,Landkreis,1998,181,19587.0,2537447.0
Rottweil,Landkreis,1999,187,19894.0,2695923.0
Rottweil,Landkreis,2000,184,20259.0,2850304.0
Rottweil,Landkreis,2001,188,20938.0,2980868.0
Rottweil,Landkreis,2002,193,20767.0,2965671.0
Rottweil,Landkreis,2003,189,20318.0,3048434.0
Rottweil,Landkreis,2004,181,20394.0,3290356.0
Rottweil,Landkreis,2005,180,20672.0,3411042.0
Rottweil,Landkreis,2006,180,20804.0,3735549.0
Rottweil,Landkreis,2007,182,21768.0,4260032.0
Rottweil,Landkreis,2008,188,22124.0,4272373.0
Rottweil,Landkreis,2009,181,20510.0,3318154.0
Rottweil,Landkreis,2010,180,20776.0,4048606.0
Rottweil,Landkreis,2011,176,21458.0,4565692.0
Rottweil,Landkreis,2012,178,21484.0,4595825.0
Rottweil,Landkreis,2013,181,21690.0,4678204.0
Rottweil,Landkreis,2014,178,22285.0,4788857.0
Rottweil,Landkreis,2015,174,22655.0,4962119.0
Rottweil,Landkreis,2016,179,23057.0,5087682.0
Rottweil,Landkreis,2017,183,23922.0,5384094.0
Rottweil,Landkreis,2018,185,25163.0,5706066.0
Rottweil,Landkreis,2019,185,25238.0,5417272.0
Rottweil,Landkreis,2020,187,24346.0,4885503.0
Rottweil,Landkreis,2021,187,24804.0,5784774.0
Rottweil,Landkreis,2022,186,25250.0,6599261.0
Rottweil,Landkreis,2023,186,25486.0,6636333.0
Schwarzwald-Baar-Kreis,Landkreis,1995,278,29995.0,3173058.0
Schwarzwald-Baar-Kreis,Landkreis,1996,281,28794.0,3260669.0
Schwarzwald-Baar-Kreis,Landkreis,1997,280,28345.0,3445519.0
Schwarzwald-Baar-Kreis,Landkreis,1998,276,28928.0,3586122.0
Schwarzwald-Baar-Kreis,Landkreis,1999,278,28462.0,3555512.0
Schwarzwald-Baar-Kreis,Landkreis,2000,273,28333.0,3847079.0
Schwarzwald-Baar-Kreis,Landkreis,2001,286,29288.0,3956288.0
Schwarzwald-Baar-Kreis,Landkreis,2002,296,29108.0,3759173.0
Schwarzwald-Baar-Kreis,Landkreis,2003,287,28389.0,3860932.0
Schwarzwald-Baar-Kreis,Landkreis,2004,279,27742.0,3971877.0
Schwarzwald-Baar-Kreis,Landkreis,2005,272,27697.0,4053166.0
Schwarzwald-Baar-Kreis,Landkreis,2006,275,27992.0,4488288.0
Schwarzwald-Baar-Kreis,Landkreis,2007,271,29101.0,4709662.0
Schwarzwald-Baar-Kreis,Landkreis,2008,272,29667.0,4758999.0
Schwarzwald-Baar-Kreis,Landkreis,2009,271,27753.0,3625943.0
Schwarzwald-Baar-Kreis,Landkreis,2010,264,27611.0,4461606.0
Schwarzwald-Baar-Kreis,Landkreis,2011,262,29063.0,5155195.0
Schwarzwald-Baar-Kreis,Landkreis,2012,263,29576.0,4904619.0
Schwarzwald-Baar-Kreis,Landkreis,2013,268,29462.0,4957139.0
Schwarzwald-Baar-Kreis,Landkreis,2014,265,29897.0,5123209.0
Schwarzwald-Baar-Kreis,Landkreis,2015,265,30634.0,5404609.0
Schwarzwald-Baar-Kreis,Landkreis,2016,270,30951.0,5463009.0
Schwarzwald-Baar-Kreis,Landkreis,2017,266,31822.0,5841862.0
Schwarzwald-Baar-Kreis,Landkreis,2018,275,33266.0,6051483.0
Schwarzwald-Baar-Kreis,Landkreis,2019,276,32874.0,5871260.0
Schwarzwald-Baar-Kreis,Landkreis,2020,279,31033.0,5271331.0
Schwarzwald-Baar-Kreis,Landkreis,2021,277,31237.0,6058391.0
Schwarzwald-Baar-Kreis,Landkreis,2022,270,31520.0,6620273.0
Schwarzwald-Baar-Kreis,Landkreis,2023,272,31678.0,6735572.0
Schwäbisch Hall,Landkreis,1995,190,20214.0,2831746.0
Schwäbisch Hall,Landkreis,1996,190,19877.0,2807628.0
Schwäbisch Hall,Landkreis,1997,202,20037.0,2617696.0
Schwäbisch Hall,Landkreis,1998,200,20523.0,2727139.0
Schwäbisch Hall,Landkreis,1999,213,20964.0,2900236.0
Schwäbisch Hall,Landkreis,2000,210,21246.0,3100021.0
Schwäbisch Hall,Landkreis,2001,204,21511.0,3135183.0
Schwäbisch Hall,Landkreis,2002,208,20872.0,3143601.0
Schwäbisch Hall,Landkreis,2003,199,20257.0,3132758.0
Schwäbisch Hall,Landkreis,2004,202,20418.0,3430239.0
Schwäbisch Hall,Landkreis,2005,207,21002.0,3637982.0
Schwäbisch Hall,Landkreis,2006,204,21617.0,4135387.0
Schwäbisch Hall,Landkreis,2007,208,23431.0,4605498.0
Schwäbisch Hall,Landkreis,2008,206,23984.0,4817936.0
Schwäbisch Hall,Landkreis,2009,198,23134.0,4294022.0
Schwäbisch Hall,Landkreis,2010,203,23368.0,4800093.0
Schwäbisch Hall,Landkreis,2011,213,25218.0,5487505.0
Schwäbisch Hall,Landkreis,2012,213,25882.0,5515317.0
Schwäbisch Hall,Landkreis,2013,211,26159.0,5683617.0
Schwäbisch Hall,Landkreis,2014,213,26738.0,5807290.0
Schwäbisch Hall,Landkreis,2015,214,27224.0,5739019.0
Schwäbisch Hall,Landkreis,2016,216,27921.0,6067683.0
Schwäbisch Hall,Landkreis,2017,222,29173.0,6383876.0
Schwäbisch Hall,Landkreis,2018,233,30814.0,6897879.0
Schwäbisch Hall,Landkreis,2019,235,31633.0,7000878.0
Schwäbisch Hall,Landkreis,2020,238,31313.0,6796794.0
Schwäbisch Hall,Landkreis,2021,235,31982.0,7370694.0
Schwäbisch Hall,Landkreis,2022,230,32326.0,8182966.0
Schwäbisch Hall,Landkreis,2023,227,32730.0,8518096.0
Sigmaringen,Landkreis,1995,152,15096.0,1882877.0
Sigmaringen,Landkreis,1996,151,14821.0,1871638.0
Sigmaringen,Landkreis,1997,151,14712.0,1866826.0
Sigmaringen,Landkreis,1998,146,14341.0,1903840.0
Sigmaringen,Landkreis,1999,146,13791.0,1923053.0
Sigmaringen,Landkreis,2000,146,13641.0,1967185.0
Sigmaringen,Landkreis,2001,144,13677.0,1958498.0
Sigmaringen,Landkreis,2002,147,13358.0,1962375.0
Sigmaringen,Landkreis,2003,146,13226.0,1894990.0
Sigmaringen,Landkreis,2004,143,13147.0,1990621.0
Sigmaringen,Landkreis,2005,145,13336.0,2110964.0
Sigmaringen,Landkreis,2006,143,13485.0,2394566.0
Sigmaringen,Landkreis,2007,144,14471.0,2604129.0
Sigmaringen,Landkreis,2008,144,14961.0,2894136.0
Sigmaringen,Landkreis,2009,146,14071.0,2251899.0
Sigmaringen,Landkreis,2010,142,13772.0,2471122.0
Sigmaringen,Landkreis,2011,140,14010.0,2550086.0
Sigmaringen,Landkreis,2012,142,14405.0,2540302.0
Sigmaringen,Landkreis,2013,149,14840.0,2561263.0
Sigmaringen,Landkreis,2014,154,15391.0,2724567.0
Sigmaringen,Landkreis,2015,156,15915.0,2775675.0
Sigmaringen,Landkreis,2016,159,16194.0,2755201.0
Sigmaringen,Landkreis,2017,160,16511.0,2930265.0
Sigmaringen,Landkreis,2018,159,16834.0,3095802.0
Sigmaringen,Landkreis,2019,163,17043.0,3128646.0
Sigmaringen,Landkreis,2020,164,16250.0,2889900.0
Sigmaringen,Landkreis,2021,161,16487.0,4225469.0
Sigmaringen,Landkreis,2022,159,16704.0,4705651.0
Sigmaringen,Landkreis,2023,162,16826.0,4935316.0
Stuttgart,kreisfreie Stadt,1995,288,87623.0,13411109.0
Stuttgart,kreisfreie Stadt,1996,275,85018.0,13543836.0
Stuttgart,kreisfreie Stadt,1997,279,84333.0,14122832.0
Stuttgart,kreisfreie Stadt,1998,280,87772.0,15037954.0
Stuttgart,kreisfreie Stadt,1999,278,87898.0,14761023.0
Stuttgart,kreisfreie Stadt,2000,273,85816.0,15342873.0
Stuttgart,kreisfreie Stadt,2001,272,85055.0,16642218.0
Stuttgart,kreisfreie Stadt,2002,269,84558.0,16117279.0
Stuttgart,kreisfreie Stadt,2003,248,80746.0,16317557.0
Stuttgart,kreisfreie Stadt,2004,240,78907.0,19210007.0
Stuttgart,kreisfreie Stadt,2005,238,76102.0,20697988.0
Stuttgart,kreisfreie Stadt,2006,232,71861.0,21304236.0
Stuttgart,kreisfreie Stadt,2007,226,69799.0,22630989.0
Stuttgart,kreisfreie Stadt,2008,225,70448.0,20973227.0
Stuttgart,kreisfreie Stadt,2009,177,62381.0,14047669.0
Stuttgart,kreisfreie Stadt,2010,175,60710.0,17410078.0
Stuttgart,kreisfreie Stadt,2011,164,61629.0,19884808.0
Stuttgart,kreisfreie Stadt,2012,158,63414.0,22570784.0
Stuttgart,kreisfreie Stadt,2013,158,64908.0,23881894.0
Stuttgart,kreisfreie Stadt,2014,150,66891.0,29871170.0
Stuttgart,kreisfreie Stadt,2015,146,68697.0,30571073.0
Stuttgart,kreisfreie Stadt,2016,144,70502.0,30826020.0
Stuttgart,kreisfreie Stadt,2017,145,71489.0,30794807.0
Stuttgart,kreisfreie Stadt,2018,148,75334.0,32682043.0
Stuttgart,kreisfreie Stadt,2019,147,77112.0,33411760.0
Stuttgart,kreisfreie Stadt,2020,149,70450.0,31909390.0
Stuttgart,kreisfreie Stadt,2021,139,68653.0,36065456.0
Stuttgart,kreisfreie Stadt,2022,135,66184.0,41383353.0
Stuttgart,kreisfreie Stadt,2023,133,67647.0,43458238.0
Tuttlingen,Landkreis,1995,218,21710.0,2176839.0
Tuttlingen,Landkreis,1996,212,21585.0,2331087.0
Tuttlingen,Landkreis,1997,222,22202.0,2555739.0
Tuttlingen,Landkreis,1998,225,23186.0,2834819.0
Tuttlingen,Landkreis,1999,238,23783.0,2899554.0
Tuttlingen,Landkreis,2000,224,23900.0,3263791.0
Tuttlingen,Landkreis,2001,222,24585.0,3436942.0
Tuttlingen,Landkreis,2002,236,25093.0,3491527.0
Tuttlingen,Landkreis,2003,233,25233.0,3588898.0
Tuttlingen,Landkreis,2004,231,25568.0,3905671.0
Tuttlingen,Landkreis,2005,232,26196.0,4169285.0
Tuttlingen,Landkreis,2006,240,26981.0,4626376.0
Tuttlingen,Landkreis,2007,240,28804.0,5098541.0
Tuttlingen,Landkreis,2008,246,29875.0,5304576.0
Tuttlingen,Landkreis,2009,247,27728.0,3997777.0
Tuttlingen,Landkreis,2010,246,28367.0,4928174.0
Tuttlingen,Landkreis,2011,258,30639.0,5694359.0
Tuttlingen,Landkreis,2012,261,31112.0,5795621.0
Tuttlingen,Landkreis,2013,258,31617.0,5976006.0
Tuttlingen,Landkreis,2014,262,32109.0,6383689.0
Tuttlingen,Landkreis,2015,261,32955.0,6783230.0
Tuttlingen,Landkreis,2016,269,33823.0,7086532.0
Tuttlingen,Landkreis,2017,271,34653.0,7575088.0
Tuttlingen,Landkreis,2018,275,36267.0,8054565.0
Tuttlingen,Landkreis,2019,282,36929.0,8005897.0
Tuttlingen,Landkreis,2020,285,35667.0,6799063.0
Tuttlingen,Landkreis,2021,287,36073.0,7847984.0
Tuttlingen,Landkreis,2022,284,36526.0,8620982.0
Tuttlingen,Landkreis,2023,285,36922.0,9215157.0
Tübingen,Landkreis,1995,155,14880.0,1702959.0
Tübingen,Landkreis,1996,154,14605.0,1710248.0
Tübingen,Landkreis,1997,155,14722.0,1803140.0
Tübingen,Landkreis,1998,155,15391.0,1985540.0
Tübingen,Landkreis,1999,155,15955.0,2143316.0
Tübingen,Landkreis,2000,153,15970.0,2260914.0
Tübingen,Landkreis,2001,156,15943.0,2321145.0
Tübingen,Landkreis,2002,162,15076.0,2226774.0
Tübingen,Landkreis,2003,159,14328.0,2191125.0
Tübingen,Landkreis,2004,150,14060.0,2362873.0
Tübingen,Landkreis,2005,149,14011.0,2602297.0
Tübingen,Landkreis,2006,147,14322.0,2850531.0
Tübingen,Landkreis,2007,148,14695.0,2914223.0
Tübingen,Landkreis,2008,149,15260.0,2940506.0
Tübingen,Landkreis,2009,131,13336.0,2059979.0
Tübingen,Landkreis,2010,126,12942.0,2242379.0
Tübingen,Landkreis,2011,130,14121.0,2561607.0
Tübingen,Landkreis,2012,131,14872.0,2614720.0
Tübingen,Landkreis,2013,131,15077.0,2722367.0
Tübingen,Landkreis,2014,131,15411.0,2720222.0
Tübingen,Landkreis,2015,130,15547.0,2528683.0
Tübingen,Landkreis,2016,133,,2737737.0
Tübingen,Landkreis,2017,136,16984.0,2892996.0
Tübingen,Landkreis,2018,138,17086.0,2861881.0
Tübingen,Landkreis,2019,135,17310.0,2847844.0
Tübingen,Landkreis,2020,134,16690.0,2652212.0
Tübingen,Landkreis,2021,141,17505.0,3066855.0
Tübingen,Landkreis,2022,139,17756.0,3271161.0
Tübingen,Landkreis,2023,142,18404.0,3273667.0
Ulm,kreisfreie Stadt,1995,97,23156.0,3964502.0
Ulm,kreisfreie Stadt,1996,94,22201.0,4020523.0
Ulm,kreisfreie Stadt,1997,97,21636.0,4135544.0
Ulm,kreisfreie Stadt,1998,102,21839.0,4345680.0
Ulm,kreisfreie Stadt,1999,105,21975.0,4545678.0
Ulm,kreisfreie Stadt,2000,107,21885.0,4739361.0
Ulm,kreisfreie Stadt,2001,106,21201.0,4781589.0
Ulm,kreisfreie Stadt,2002,108,21042.0,4805394.0
Ulm,kreisfreie Stadt,2003,109,20614.0,4945827.0
Ulm,kreisfreie Stadt,2004,106,20470.0,5234259.0
Ulm,kreisfreie Stadt,2005,101,19514.0,5294423.0
Ulm,kreisfreie Stadt,2006,98,19084.0,5757818.0
Ulm,kreisfreie Stadt,2007,100,20157.0,6336734.0
Ulm,kreisfreie Stadt,2008,101,20885.0,6791317.0
Ulm,kreisfreie Stadt,2009,94,18652.0,4907538.0
Ulm,kreisfreie Stadt,2010,95,18369.0,5094967.0
Ulm,kreisfreie Stadt,2011,94,17969.0,5514808.0
Ulm,kreisfreie Stadt,2012,90,17938.0,5245280.0
Ulm,kreisfreie Stadt,2013,88,18276.0,5145147.0
Ulm,kreisfreie Stadt,2014,86,17292.0,4250492.0
Ulm,kreisfreie Stadt,2015,84,17119.0,4319163.0
Ulm,kreisfreie Stadt,2016,84,17215.0,4811707.0
Ulm,kreisfreie Stadt,2017,80,16894.0,5105945.0
Ulm,kreisfreie Stadt,2018,81,17389.0,5381664.0
Ulm,kreisfreie Stadt,2019,82,18055.0,5516306.0
Ulm,kreisfreie Stadt,2020,82,17276.0,5526164.0
Ulm,kreisfreie Stadt,2021,81,17907.0,5988076.0
Ulm,kreisfreie Stadt,2022,81,18139.0,6582298.0
Ulm,kreisfreie Stadt,2023,83,18626.0,7033415.0
Waldshut,Landkreis,1995,128,14873.0,2238533.0
Waldshut,Landkreis,1996,124,14168.0,2051431.0
Waldshut,Landkreis,1997,125,14135.0,2405002.0
Waldshut,Landkreis,1998,127,13981.0,2659099.0
Waldshut,Landkreis,1999,122,13911.0,2950161.0
Waldshut,Landkreis,2000,124,14264.0,3150602.0
Waldshut,Landkreis,2001,121,14669.0,3219034.0
Waldshut,Landkreis,2002,123,14570.0,3221278.0
Waldshut,Landkreis,2003,124,14471.0,3263053.0
Waldshut,Landkreis,2004,121,14295.0,2564894.0
Waldshut,Landkreis,2005,122,14326.0,2749842.0
Waldshut,Landkreis,2006,119,14344.0,3038551.0
Waldshut,Landkreis,2007,118,15098.0,3223709.0
Waldshut,Landkreis,2008,116,15040.0,3256537.0
Waldshut,Landkreis,2009,109,13395.0,2639258.0
Waldshut,Landkreis,2010,107,13306.0,2886811.0
Waldshut,Landkreis,2011,108,13967.0,3096885.0
Waldshut,Landkreis,2012,102,13430.0,2900291.0
Waldshut,Landkreis,2013,109,13646.0,2992875.0
Waldshut,Landkreis,2014,111,13907.0,3052354.0
Waldshut,Landkreis,2015,111,14095.0,3407160.0
Waldshut,Landkreis,2016,110,13753.0,3293735.0
Waldshut,Landkreis,2017,113,14060.0,3375976.0
Waldshut,Landkreis,2018,114,14133.0,3395249.0
Waldshut,Landkreis,2019,114,13889.0,3888186.0
Waldshut,Landkreis,2020,111,13178.0,4322432.0
Waldshut,Landkreis,2021,108,13223.0,5002986.0
Waldshut,Landkreis,2022,107,13248.0,5546685.0
Waldshut,Landkreis,2023,113,13349.0,5683532.0
Zollernalbkreis,Landkreis,1995,305,29680.0,3204333.0
Zollernalbkreis,Landkreis,1996,286,28524.0,3180708.0
Zollernalbkreis,Landkreis,1997,282,27513.0,3259357.0
Zollernalbkreis,Landkreis,1998,268,27297.0,3375199.0
Zollernalbkreis,Landkreis,1999,267,27294.0,3460063.0
Zollernalbkreis,Landkreis,2000,259,26751.0,3562995.0
Zollernalbkreis,Landkreis,2001,244,26625.0,3515852.0
Zollernalbkreis,Landkreis,2002,239,26841.0,3402380.0
Zollernalbkreis,Landkreis,2003,219,25391.0,3243004.0
Zollernalbkreis,Landkreis,2004,215,24490.0,3310656.0
Zollernalbkreis,Landkreis,2005,216,23745.0,3427370.0
Zollernalbkreis,Landkreis,2006,213,23558.0,3655969.0
Zollernalbkreis,Landkreis,2007,206,24697.0,3944729.0
Zollernalbkreis,Landkreis,2008,207,25117.0,3979457.0
Zollernalbkreis,Landkreis,2009,197,22621.0,3075798.0
Zollernalbkreis,Landkreis,2010,191,22420.0,3544267.0
Zollernalbkreis,Landkreis,2011,198,23495.0,3869557.0
Zollernalbkreis,Landkreis,2012,192,23319.0,3859443.0
Zollernalbkreis,Landkreis,2013,192,23499.0,3968211.0
Zollernalbkreis,Landkreis,2014,193,23733.0,4116568.0
Zollernalbkreis,Landkreis,2015,190,24007.0,4399167.0
Zollernalbkreis,Landkreis,2016,193,24315.0,4607166.0
Zollernalbkreis,Landkreis,2017,192,25219.0,4814846.0
Zollernalbkreis,Landkreis,2018,197,26067.0,5077195.0
Zollernalbkreis,Landkreis,2019,204,26692.0,4937553.0
Zollernalbkreis,Landkreis,2020,209,25925.0,4561740.0
Zollernalbkreis,Landkreis,2021,212,26422.0,5225240.0
Zollernalbkreis,Landkreis,2022,211,26844.0,5552210.0
Zollernalbkreis,Landkreis,2023,214,26958.0,5610840.0
